id,name,scientific_name,distribution,habitat,size,depth_range,description
107,ニセクロホシフエダイ,Lutjanus fulviflamma,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,岩礁域、サンゴ礁域,全長約30cm,9m,フエダイの仲間で、体側にある大きな黒い斑点が特徴。サンゴ礁やマングローブ域、内湾の砂泥底など幅広い環境に生息する。単独または大きな群れを作る。よく似たクロホシフエダイとの違いは、体の縦縞が黄色い点。様々な場所で見られるため、環境による生態の違いを比較するのも面白い。
5322,ニセゴイシウツボ,Gymnothorax isingteena,八丈島、南日本の太平洋岸、琉球列島；インド・西太平洋,内湾、岩礁、サンゴ礁の浅所から深み（水深100m前後）,全長約1.2m,15m,大型になるウツボの仲間。白い体に不規則な黒い斑点が入り、碁石を並べたように見えることが名前の由来。サンゴ礁や岩礁の隙間に潜んでいる。夜行性で、日中は巣穴から顔だけを出していることが多い。ダイバーは岩の亀裂を注意深く探すと、その特徴的な顔を見つけることができる。
3726,ニセタカサゴ,Pterocaesio marri,南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋,岩礁域、サンゴ礁域,全長約23cm,15m,タカサゴの仲間で、サンゴ礁の中層を大きな群れで泳ぎ回る。尾ビレの上下の先端が黒いのが特徴。よく似たタカサゴとは、背中の黄色い帯が体側線の下まで及ぶことで区別できる。他のタカサゴ類と混泳することも多い。群れで泳ぐ姿はダイナミックで、ダイビング中の見どころの一つ。
442,ニセネッタイスズメダイ,Pomacentrus amboinensis,琉球列島；西部太平洋,サンゴ礁域の水深2～40m,全長約3cm,7m,スズメダイの仲間で、幼魚は頭部が鮮やかなオレンジ色、体が青色と非常に美しい。この体色は枝サンゴの間に隠れる保護色と考えられている。成長するにつれて全身が地味な褐色に変化する。ダイバーは枝サンゴの群落を注意深く探すと、宝石のような幼魚の姿を見つけることができる。
18,ニセフウライチョウチョウウオ,Chaetodon lineolatus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,全長約30cm,2-50m,チョウチョウウオの仲間では最大級の種。白い体に走る黒い縦縞と、頭部を横切る太い黒帯が特徴的。サンゴ礁域で単独かペアで行動し、サンゴのポリプや小さな無脊椎動物を捕食する。比較的広い範囲を泳ぎ回るため、リーフエッジなどで見かけることが多い。堂々とした泳ぎ方が印象的。
313,ニセモチノウオ,Pseudocheilinus hexataenia,八丈島、和歌山県以南、琉球列島、小笠原諸島；インド・太平洋,岩礁域やサンゴ礁域、礁斜面のサンゴの周り,全長約5cm,25m,ベラの仲間で、体に6本の白い横縞が入るのが特徴。サンゴ礁や岩礁の隙間を好み、岩陰からあまり離れずに生活する。小型で臆病なため、観察するには岩陰をそっと覗き込む必要がある。ヒラムシなどの寄生生物を食べることがあり、水槽のメンテナンスフィッシュとしても知られている。
436,ニセモンツキスズメダイ,Pomacentrus nigromarginatus,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域の礁斜面,全長約9cm,10m,スズメダイの仲間。成魚は背ビレと尾ビレの縁が黒く、胸ビレの付け根に黄色い斑点があるのが特徴。サンゴ礁のガレ場や岩礁域に生息する。幼魚は鮮やかな青色で、モンツキスズメダイの幼魚とよく似ているが、本種は背ビレの黒い斑紋がより小さいことで区別できる。
11423,ニタリ,Alopias pelagicus,南日本の太平洋岸、伊豆諸島、琉球列島；インド・汎太平洋外洋域,外洋域、まれに沿岸域,全長約2.5m,25m,オナガザメ科に属する大型のサメの仲間。全長の半分を占めるほど非常に長い尾鰭が最大の特徴。この尾鰭をしなやかに使い、獲物である魚の群れを叩いて気絶させ捕食する。外洋を回遊しており、ダイバーが遭遇する機会は稀だが、特定のドロップオフなどでは姿を現すことがある。その雄大な泳ぎは圧巻の一言。
2417,ニチリンダテハゼ,Amblyeleotris randalli,奄美大島、沖縄諸島伊江島、石垣島、西表島；西部太平洋,サンゴ礁域、内湾的な環境の水深15～50mにある崖の砂だまり,全長約9cm,23m,共生ハゼの仲間で、白い体にオレンジ色の5本の横帯が美しい。第1背鰭にある大きな黒い斑点が、日輪（太陽）のように見えることが名前の由来。サンゴ礁のきれいな砂底にテッポウエビと共生して暮らす。観察する際は、巣穴を塞がないようにゆっくりと近づくのがコツ。警戒心はやや強い。
12222,ニュウドウイカ,Onykia robusta,北太平洋,中深層,全長約2m,100-1000m,巨大なイカの仲間で、主に深海に生息している。最大で体長2m、体重50kgを超える記録もある。通常のスキューバダイビングで遭遇することはまずない。その生態は謎に包まれている部分が多いが、腕には鋭い鉤爪（かぎづめ）を持っていることが知られている。非常に稀に、表層近くで弱った個体が見られることがある。
2423,ニュウドウダテハゼ,Amblyeleotris fontanesii,紀伊半島、奄美大島、沖縄島、西表島；インド・西太平洋,サンゴ礁域、内湾の砂泥底,全長約12cm,20m,共生ハゼの仲間で、やや濁った砂泥底を好む。体色は褐色がかっており、体側に不明瞭な暗色帯が複数入る。テッポウエビと共生しており、巣穴の入り口で見張り役を務める。ニチリンダテハゼに似るが、生息環境や体色が異なる点、第1背鰭に明瞭な黒斑がない点で見分けられる。警戒心は比較的強い。
5456,ニューギニアベラ,Anampses neoguinaicus,南日本の太平洋岸、琉球列島；西部太平洋の熱帯域,岩礁域、サンゴ礁域、礁縁や礁斜面,全長約15cm,15m,ベラの仲間で、オスとメスで体色が全く異なる。オスは青緑色の体に頭部の赤い模様が鮮やかだが、メスは茶色い体に白い斑点が散らばり地味な印象。サンゴ礁や岩礁域で活発に泳ぎ回っている。夜間や危険を感じた際には砂の中に潜って身を隠す習性を持つ。幼魚は枯葉に擬態しているとされる。
17349,ニライカサゴ,Scorpaenopsis diabolus,八丈島、高知県以南の南日本の太平洋岸、琉球列島、小笠原諸島；インド・太平洋浅海,岩礁とサンゴ礁,全長約18cm,12m,カサゴの仲間で、岩やサンゴに擬態する名人。体色は生息環境に応じて変化に富む。背鰭の棘に猛毒を持つため、誤って触れないよう注意が必要。よく似たオニカサゴとは、顎の下にヒゲ状の皮弁がないことで区別できる。海底でじっと動かず、獲物が近づくのを待ち伏せしている姿が観察される。
2770,ニラミカサゴ,Sebastapistes tinkhami,八丈島、琉球列島、小笠原諸島；インド・西太平洋,浅海の岩礁、サンゴ礁、ヘラジカハナヤサイサンゴの隙間,全長約7cm,10m,小型のカサゴの仲間。サンゴの枝の間や岩の隙間に巧みに隠れている。体色は赤褐色や暗褐色で、周囲の環境に溶け込んでいる。夜行性のため、日中はじっとしていることが多い。ライトを当てると目が光って見える。背鰭に毒を持つため、不用意に触れないように注意が必要。
2706,ニラミギンポ,Ecsenius namiyei,南日本の太平洋岸、伊豆諸島；朝鮮半島、西部太平洋の熱帯域,岩礁域やサンゴ礁,全長約10cm,25m,ギンポの仲間で、サンゴの隙間や岩穴から顔を出している姿がよく見られる。黒い体に目の下を通る青いラインが特徴的。縄張り意識が強く、近づく他の魚を威嚇して追い払う行動をとることがある。その様子が睨んでいるように見えることが名前の由来。観察時には、巣穴を驚かせないように配慮したい。
162,ニラミハナダイ,Pseudanthias ventralis ventralis,伊豆・小笠原諸島、琉球列島；ハワイ諸島を除く中・西部太平洋の熱帯域,サンゴ礁外縁部、崖や急斜面、潮通しのよい所,全長約7cm,50m,ハナダイの仲間で、やや深場のドロップオフや岩棚の下面に群れで生息する。オスは紫と黄色の鮮やかな体色でひときわ目立ち、数匹のメスを率いてハーレムを形成する。メスは黄色がかった体色。警戒心が強く、ダイバーが近づくとすぐに岩陰に隠れてしまうため、観察には根気が必要。
