和名,学名,分布,生息場所,体長,深さ
シテンチョウチョウウオ,Chaetodon quadrimaculatus,南日本の太平洋岸、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域、水のきれいな潮通しのよい礁斜面,12cm,20m
イッテンチョウチョウウオ,Chaetodon unimaculatus,南日本の太平洋岸、琉球列島、小笠原諸島；東部インド洋〜中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,12cm,15m
ミカドチョウチョウウオ,Chaetodon baronessa,南日本の太平洋岸、琉球列島；東部インド洋～西部太平洋の熱帯域,岩礁域、サンゴ礁域,,
チョウハン,Chaetodon lunula,南日本の太平洋岸、琉球列島；インド・太平洋、大西洋南東部,岩礁域、サンゴ礁域,11cm,10m
ハクテンカタギ,Chaetodon reticulatus,八丈島、高知県、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域,12cm,8m
ニセフウライチョウチョウウオ,Chaetodon lineolatus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,,
ヒメフウライチョウチョウウオ,Chaetodon oxycephalus,慶良間諸島；インド・西太平洋,岩礁域、サンゴ礁域,25cm,12m
フウライチョウチョウウオ,Chaetodon vagabundus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,,
テングチョウチョウウオ,Chaetodon selene,南日本の太平洋岸、琉球列島；西部太平洋の熱帯域,岩礁域、サンゴ礁域,14cm,23m
シチセンチョウチョウウオ,Chaetodon punctatofasciatus,八丈島、琉球列島、小笠原諸島；東部インド洋～中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,11cm,7m
ミスジチョウチョウウオ,Chaetodon lunulatus,南日本の太平洋岸、琉球列島；東部,岩礁域、サンゴ礁域,12cm,7m
カガミチョウチョウウオ,Chaetodon argentatus,南日本の太平洋岸、琉球列島、小笠原諸島；西部太平洋の熱帯域,岩礁域、サンゴ礁域,10cm,7m
ヤスジチョウチョウウオ,Chaetodon octofasciatus,高知県以南〜琉球列島；インド・西太平洋,サンゴ礁域,10cm,8m
ハナグロチョウチョウウオ,Chaetodon ornatissimus,八丈島、和歌山県以南〜琉球列島、小笠原諸島；インド・太平洋,岩礁域、サンゴ礁域,13cm,15m
オウギチョウチョウウオ,Chaetodon meyeri,琉球列島；インド・汎太平洋,サンゴ礁域,12cm,12m
スダレチョウチョウウオ,Chaetodon ulietensis,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、サンゴ礁外縁,12cm,15m
アミチョウチョウウオ,Chaetodon rafflesii,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、サンゴ礁の浅所,12cm,5m
チョウチョウウオ,Chaetodon auripes,南日本の太平洋岸、琉球列島、小笠原諸島、台湾、西沙諸島,岩礁域、サンゴ礁域,12cm,10m
ツキチョウチョウウオ,Chaetodon wiebeli,南日本の太平洋岸、琉球列島、朝鮮半島、台湾～タイランド湾までの南シナ海,岩礁域、サンゴ礁域,20cm,7m
ミゾレチョウチョウウオ,Chaetodon kleinii,南日本の太平洋岸、琉球列島；インド・汎太平洋,岩礁域、サンゴ礁域,10cm,12m
シラコダイ,Chaetodon nippon,南日本の太平洋岸、朝鮮半島南部、台湾、フィリピン北部,岩礁域,10cm,10m
クラカケチョウチョウウオ,Chaetodon adiergastos,和歌山県以南～琉球列島；東部インド洋～西部太平洋の熱帯域,岩礁域、サンゴ礁域,12cm,10m
アケボノチョウチョウウオ,Chaetodon melannotus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,11cm,10m
アミメチョウチョウウオ,Chaetodon xanthurus,南日本の太平洋岸、琉球列島；西部太平洋の熱帯域,岩礁域、サンゴ礁域,10cm,20m
ベニオチョウチョウウオ,Chaetodon mertensii,琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域,10cm,25m
コクテンカタギ,Chaetodon guentheri,南日本の太平洋岸、琉球列島、小笠原諸島；西部太平洋の温・熱帯域,岩礁域、サンゴ礁域,10cm,25m
ゴマチョウチョウウオ,Chaetodon citrinellus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,10cm,5m
ユウゼン,Chaetodon daedalma,南日本の太平洋岸、伊豆・小笠原諸島および南・北大東島,岩礁域、サンゴ礁域,11cm,15m
サザナミヤッコ,Pomacanthus semicirculatus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,30cm,12m
タテジマキンチャクダイ,Pomacanthus imperator,南日本の太平洋沿岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,30cm,20m
ロクセンヤッコ,Pomacanthus sexstriatus,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、少し水の濁った所,40cm,8m
アデヤッコ,Pomacanthus xanthometopon,和歌山県串本、八重山諸島；インド・太平洋岩礁域,サンゴ礁域,30cm,15m
ワヌケヤッコ,Pomacanthus annularis,沖縄島以南；インド・西太平洋,サンゴ礁域、岩穴や割れ目の周辺,35cm,14m
キンチャクダイ,Chaetodontoplus septentrionalis,南日本；朝鮮半島、中国南部～ベトナム、台湾,岩礁域,15cm,20m
キヘリキンチャクダイ,Chaetodontoplus melanosoma,南日本の太平洋岸、トカラ列島；台湾、フィリピン、インドネシア、パプアニューギニア,岩礁域、サンゴ礁域,20cm,15m
チリメンヤッコ,Chaetodontoplus mesoleucus,琉球列島；東部インド洋～西部太平洋の熱帯域,岩礁域、サンゴ礁域、20m以浅,15cm,8m
スミレヤッコ,Paracentropyge venusta,南日本の太平洋岸、琉球列島、台湾、フィリピン、パラオ,岩礁域、サンゴ礁域、ドロップオフの壁や穴、洞窟の入り口など暗い所,10cm,15m
シマヤッコ,Paracentropyge multifasciata,八重山諸島；東部インド洋～中・西部太平洋,岩礁域、サンゴ礁域、壁の穴や割れ目,10cm,8m
シテンヤッコ,Apolemichthys trimaculatus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,3cm,28m
ニシキヤッコ,Pygoplites diacanthus,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,4cm,23m
ルリヤッコ,Centropyge bispinosa,八丈島、琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域,10cm,12m
ダイダイヤッコ,Centropyge shepardi,小笠原諸島；マリアナ諸島、パラオ,サンゴ礁域、岩礁域,10cm,15m
コガネヤッコ,Centropyge flavissima,小笠原諸島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域,10cm,10m
ヘラルドコガネヤッコ,Centropyge heraldi,南日本の太平洋岸、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,12cm,7m
アカハラヤッコ,Centropyge ferrugata,南日本の太平洋岸、琉球列島、小笠原諸島；台湾、フィリピン,岩礁域、サンゴ礁域,9cm,7m
チャイロヤッコ,Centropyge fisheri,南日本の太平洋岸、琉球列島；ハワイを除くインド・太平洋,岩礁域、サンゴ礁域,3cm,25m
オハグロヤッコ,Centropyge nox,南日本の太平洋岸、琉球列島；中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,10cm,20m
アブラヤッコ,Centropyge tibicen,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,岩礁域、サンゴ礁域,10cm,23m
ソメワケヤッコ,Centropyge bicolor,南日本の太平洋岸、琉球列島；インド・太平洋,岩礁域、サンゴ礁域,10cm,10m
レンテンヤッコ,Centropyge interrupta,南日本の太平洋岸、豊後水道、小笠原諸島、ハワイ諸島北西部,岩礁域、サンゴ礁域,15cm,20m
アヤメヤッコ,Centropyge colini,小笠原諸島、東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁の崖穴、洞窟の壁,14cm,25m
ナメラヤッコ,Centropyge vrolikii,南日本の太平洋岸、琉球列島、小笠原諸島；東部インド洋～中・西部太平洋の熱帯域,岩礁域サンゴ礁に生息,10cm,7m
ヤイトヤッコ,Genicanthus melanospilos,南日本の太平洋岸、八丈島、琉球列島；東部インド洋～西部太平洋の熱帯域,岩礁域サンゴ礁域に生息,18cm,25m
トサヤッコ,Genicanthus semifasciatus,南日本の太平洋岸、琉球列島、小笠原諸島；台湾、フィリピン,岩礁域、サンゴ礁域,18cm,30m
タテジマヤッコ,Genicanthus lamarck,南日本の太平洋岸、琉球列島；西部太平洋の熱帯域,岩礁域、サンゴ礁域,20cm,20m
ヒレナガヤッコ,Genicanthus watanabei,八丈島、琉球列島、小笠原諸島、中・西部太平洋の熱帯域,サンゴ礁域、潮通しのよい所,18cm,24m
ミズタマヤッコ,Genicanthus takeuchii,小笠原諸島、南鳥島,岩礁域、サンゴ礁域、潮通しのよいサンゴのある場所,20cm,30m
テングダイ,Evistias acutirostris,南日本の太平洋岸、小笠原諸島；西部太平洋の熱帯域、ハワイ諸島,岩礁域,30cm,20m
オキゴンベ,Cirrhitichthys aureus,南日本の太平洋岸、琉球列島；東部インド洋～西部太平洋の温・熱帯域,岩礁の崖、ウミトサカの間やカイメン,10cm,7m
ミナミゴンベ,Cirrhitichthys aprinus,南日本の太平洋岸、琉球列島；朝鮮半島、インド・西太平洋,低潮線付近から水深40m付近までの岩礁、カイメン類、ヤギ類、ウミトサカ類など,7cm,20m
サラサゴンベ,Cirrhitichthys falco,南日本の太平洋岸、八丈島、琉球列島、小笠原諸島；インド・太平洋,岩礁、サンゴ礁の崖、サンゴの群体の上,6cm,7m
ヒメゴンベ,Cirrhitichthys oxycephalus,南日本の太平洋岸、八丈島、琉球列島、小笠原諸島；インド・汎太平洋,サンゴ礁外縁部、サンゴの群体の上や下、潮通しのよい場所,8cm,15m
フタホシゴンベ,Amblycirrhitus bimacula,八丈島、琉球列島、小笠原諸島；インド・太平洋,サンゴ礁域の水深10m程、サンゴ群体の周辺や岩の隙間,8cm,18m
ベニゴンベ,Neocirrhites armatus,八丈島、琉球列島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域の浅所のイボハナヤサイサンゴの群体の間、サンゴの枝間,6cm,15m
メガネゴンベ,Paracirrhites arcatus,和歌山県田辺湾以南～琉球列島；インド・太平洋,サンゴ礁域の浅所のサンゴ枝間、サンゴの上,9cm,10m
イレズミゴンベ,Paracirrhites hemistictus,小笠原諸島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域,8cm,10m
ホシゴンベ,Paracirrhites forsteri,八丈島、和歌山県田辺湾以南～琉球列島；インド・太平洋,サンゴ礁域の浅所のサンゴ枝間,10cm,12m
イソゴンベ,Cirrhitus pinnulatus pinnulatus,八丈島、屋久島以南〜琉球列島；インド・太平洋、大西洋南東部,サンゴ礁外縁部の波の荒い場所,15cm,5m
スミツキゴンベ,Cirrhitops hubbardi,八丈島、沖縄諸島、宮古諸島、小笠原諸島；中・西部太平洋の熱帯域,サンゴ礁域,10cm,5m
ウイゴンベ,Cyprinocirrhites polyactis,南日本の太平洋岸、八丈島、琉球列島,浅海のサンゴ礁域,10cm,30m
クダゴンベ,Oxycirrhites typus,南日本の太平洋岸、琉球列島；インド・西太平洋,浅海のサンゴ礁域、ヤギ類の群体上,10cm,40m
タカノハダイ,Goniistius zonatus,南日本、琉球列島；朝鮮半島、中国、台湾,浅海の岩礁域,30cm,15m
ユウダチタカノハ,Goniistius quadricornis,朝鮮半島、中国、台湾,浅海の岩礁域,30cm,15m
ミギマキ,Goniistius zebra,南日本の太平洋岸、琉球列島；台湾,浅海の岩礁域,25cm,18m
オキタナゴ,Neoditrema ransonnettii,千葉県以南～九州；朝鮮半島南部,沿岸から沖合いに生息、岸近くの浅所,15cm,7m
マタナゴ,Ditrema temminckii pacificum,房総半島～四国西部、瀬戸内海,アマモ場やガラモ場、ホンダワラなどの褐藻類が茂った場所,20cm,5m
アカタナゴ,Ditrema jordani,千葉県から徳島県までの太平洋岸,外洋に面したガラモ場,20cm,7m
ハナビラクマノミ,Amphiprion perideraion,琉球列島；東部インド洋～西部太平洋の熱帯域,浅い岩礁域やサンゴ礁域、サンゴ礁に生息するシライトイソギンチャクと共生,7cm,15m
セジロクマノミ,Amphiprion sandaracinos,沖縄島以南；東部インド洋～西部太平洋の熱帯域,サンゴ礁に生息するシライトイソギンチャクと共生,7cm,10m
ハマクマノミ,Amphiprion frenatus,琉球列島；西部太平洋の熱帯域,サンゴ礁,12cm,5m
カクレクマノミ,Amphiprion ocellaris,沖縄島以南；東部インド洋～西部太平洋の熱帯域,サンゴ礁に生息するハタゴイソギンチャクと共生,6cm,10m
クマノミ,Amphiprion clarkii,南日本の太平洋岸、琉球列島、小笠原諸島、朝鮮半島、インド・太平洋,岩礁やサンゴ礁に生息するサンゴイソギンチャクやイボハタゴイソギンチャクなど、大型イソギンチャクと共生,9cm,10m
トウアカクマノミ,Amphiprion polymnus,沖縄島以南；西部太平洋の熱帯域,内湾に生息するイボハタゴイソギンチャクと共生,14cm,13m
ハナダイダマシ,Lepidozygus tapeinosoma,八重山諸島；インド・太平洋,礁地やサンゴ礁の外側斜面,5cm,12m
クロオビスズメダイ,Chromis retrofasciata,琉球列島；西部太平洋の熱帯域,サンゴ礁域,4cm,8m
ササスズメダイ,Chromis lepidolepis,南日本の太平洋岸、伊豆諸島、琉球列島；インド・太平洋,礁池や礁斜面、ミドリイシ類のサンゴの周辺,6cm,12m
タイワンスズメダイ,Chromis elerae,琉球列島；インド・太平洋,サンゴ礁域外側斜面、岩棚の下など暗い場所,6cm,28m
キホシスズメダイ,Chromis yamakawai,南日本の太平洋岸、八丈島、琉球列島、小笠原諸島；台湾、珊瑚海以南の西部太平洋の温・熱帯域,サンゴ礁域の礁池や礁外縁、岩礁の水深10～40m,6cm,9m
マツバスズメダイ,Chromis fumea,秋田県以南の南日本、琉球列島；朝鮮半島、東部インド洋～西部太平洋の温・熱帯域,サンゴ礁の外側斜面の水深10～20m,8cm,23m
スズメダイ,Chromis notata,秋田県以南の南日本、伊豆諸島、琉球列島、朝鮮半島、中国、台湾,岩礁域やサンゴ礁域の水深2〜15m,9cm,7m
アルファスズメダイ,Chromis alpha,琉球列島、東部インド洋〜中・西部太平洋の熱帯域,サンゴ礁の礁斜面の水深18〜95m、20m以深の潮通しのよい場所,10cm,25m
