和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
クロミナミハゼ,"Amoya gracilis cephalus (Bleeker, 1849)",静岡県、鹿児島県、琉球列島、インド・太平洋,河川の中流域、渓流域下部、細流などの淡水域。淵などの流れが緩やかで砂や砂泥が堆積したところ,20cm,0.5m,黒っぽい体に細かい斑点が特徴。河川の淡水域で砂泥底に単独で生息。,黒っぽい体に細かい斑点が散りばめられたクロミナミハゼは、河川の中流域から渓流域下部の淡水域に生息しています。淵などの流れが緩やかで砂や砂泥が堆積した場所を好み、体長は20cmと大型。単独で行動することが多く、じっとしていることが多いため、観察しやすいです。淡水ダイビングで出会える大きなハゼとして、その存在感を写真に収めるのがおすすめです。
ミナミハゼ,Glossogobius aureus,千葉県、神奈川県、屋久島、琉球列島；中・西部太平洋,河川の中流域、渓流域下部、細流などの淡水域。淵などの流れが緩やかで砂や砂泥が堆積したところ,20cm,15m,銀色の体に黒い斑点が特徴。河川の淡水域で砂泥底に生息し、動きが素早い。,銀色の体に黒い斑点が特徴的なミナミハゼは、河川の中流域から渓流域下部の淡水域に生息しています。淵などの流れが緩やかで砂や砂泥が堆積した場所を好み、体長は20cmと大型。動きが素早く、観察する際はゆっくりと近づくことがポイントです。淡水ダイビングで出会えるハゼの中でも特に目立つ存在で、その銀色の体色を活かした写真が撮れます。
アゴハゼ,Chaenogobius annularis,北海道の太平洋・日本海側～屋久島、瀬戸内海、対馬；朝鮮半島,岩礁性海岸。波打ち際やタイドプール。生息水深0.3〜1m,8cm,0.3m,茶褐色の体に黒い帯が特徴。岩礁性海岸の波打ち際やタイドプールで見られる。,茶褐色の体に黒い帯が入ったアゴハゼは、岩礁性海岸の波打ち際やタイドプールで観察できます。体長は8cmで、水深0.3〜1mの浅い場所に生息しています。岩の隙間や潮だまりに隠れていることが多いため、ゆっくりと探すのがコツです。潮が引いた後のタイドプールで観察できることもあり、その可愛らしい姿をマクロレンズで捉えるのがおすすめです。
ドロメ,Chaenogobius gulosus,青森県太平洋側・北海道日本海側～九州、瀬戸内海、対馬、五島列島；朝鮮半島、渤海、黄海,岩礁性海岸。波打ち際やタイドプール。生息水深0.3〜1m,15cm,0.5m,灰色の体に黒い斑点が特徴。岩礁性海岸の波打ち際やタイドプールで見られる。,灰色の体に黒い斑点が散りばめられたドロメは、岩礁性海岸の波打ち際やタイドプールで観察できます。体長は15cmと大型で、水深0.3〜1mの浅い場所に生息しています。岩の隙間や潮だまりに隠れていることが多く、動きがゆっくりしているため観察しやすいです。潮が引いた後のタイドプールで出会えることもあり、その大きな体を撮影するのがおすすめです。
スミウキゴリ,"Gymnogobius breunigii schuettei (Rendahl, 1924)",北海道日高地方、本州、四国、九州、屋久島、隠岐、壱岐、対馬；朝鮮半島,河川の汽水域から下流域。水草の間などの中層に浮遊する。,10cm,0.6m,透明感のある体に黒い斑点が特徴。河川の汽水域から下流域で水草の間に浮遊する。,透明感のある体に黒い斑点が特徴的なスミウキゴリは、河川の汽水域から下流域で見られます。水草の間などの中層に浮遊する姿が観察でき、体長は10cm。その透明感のある体は光に当たると美しく輝き、撮影の際は逆光を活かすと幻想的な写真が撮れます。水草が多い場所を探すと見つけやすく、ゆっくりと近づけばその姿をしっかりと観察できます。
ウキゴリ,"Gymnogobius urotaenia (Hilgendorf, 1879)",北海道、本州、九州、屋久島、隠岐；サハリン、択捉島、国後島、朝鮮半島,河川の汽水域から中流域。淵などの流れの緩やかなところの中層に浮遊する。水草の間にいることが多い。,13cm,0.3m,茶褐色の体に黒い縦縞が特徴。河川の汽水域から中流域で淵の中層に浮遊する。,茶褐色の体に黒い縦縞が入ったウキゴリは、河川の汽水域から中流域で見られます。淵などの流れの緩やかなところの中層に浮遊し、水草の間にいることが多いです。体長は13cmで、その優雅な泳ぎを観察するのが楽しいです。撮影の際は、水草を背景に入れると自然な雰囲気の写真が撮れます。ゆっくりと近づけば、その姿をしっかりと観察できます。
シマウキゴリ,"Gymnogobius opperiens Stevenson, 2002",北海道、茨城県・福井県以北の本州；朝鮮半島,河川の下流域から中・上流域。平瀬などの流れのあるところの石の間や下に潜む。,10cm,0.5m,茶褐色の体に黒い横帯が特徴。河川の下流域から中・上流域で石の間に潜む。,茶褐色の体に黒い横帯が特徴的なシマウキゴリは、河川の下流域から中・上流域で見られます。平瀬などの流れのあるところの石の間や下に潜んでいることが多く、体長は10cm。石をゆっくりとめくると見つけやすいです。撮影の際は、石の隙間から顔を出す瞬間を捉えると面白い写真が撮れます。淡水ダイビングで出会えるハゼの一種で、その隠れている姿が観察の楽しみです。
クボハゼ,"Gymnogobius scrobiculatus (Takagi, 1957)",日本固有：和歌山県・福井県～宮崎県・鹿児島県、瀬戸内海、対馬、五島列島,河川の河口干潟。砂底や砂泥上、ニホンスナモグリやアナジャコが掘った穴に見られる。,5cm,0.4m,茶褐色の体に黒い斑点が特徴。河口干潟の砂底や砂泥上で見られる。,茶褐色の体に黒い斑点が散りばめられたクボハゼは、河口干潟の砂底や砂泥上で見られます。ニホンスナモグリやアナジャコが掘った穴に潜んでいることが多く、体長は5cmと小型。干潟の浅い場所に生息しており、ゆっくりと探すと見つけやすいです。撮影の際は、砂泥の質感を背景に入れると自然な雰囲気の写真が撮れます。その小さな体が可愛らしいハゼです。
ビリンゴ,"Gymnogobius breunigii (Steindachner, 1880)",北海道の太平洋・日本海側～種子島、隠岐、壱岐、対馬、五島列島；サハリン、色丹島、沿海州、朝鮮半島、渤海、黄海,河川の汽水域や汽水湖；泥底や砂泥底の中層を群がりで浮遊,7cm,0.4m,透明感のある体に黒い斑点が特徴。河川の汽水域や汽水湖で群がりで浮遊する。,透明感のある体に黒い斑点が特徴的なビリンゴは、河川の汽水域や汽水湖で群がりで浮遊している姿が観察できます。泥底や砂泥底の中層を群れで泳ぎ、体長は7cm。その群れの動きは非常に美しく、撮影の際は群れ全体を捉えるとダイナミックな写真が撮れます。ゆっくりと近づけば、その透明感のある体をしっかりと観察できます。汽水域で出会える貴重なハゼです。
チクゼンハゼ,"Gymnogobius scrobiculatus (Takagi, 1957)",日本固有：北海道・京都府～宮崎県・鹿児島県、瀬戸内海、五島列島,前浜干潟や河川の河口干潟；砂底上やニホンスナモグリ・アナジャコが掘った穴,5cm,0.4m,茶褐色の体に黒い斑点が特徴。前浜干潟や河口干潟の砂底上で見られる。,茶褐色の体に黒い斑点が散りばめられたチクゼンハゼは、前浜干潟や河口干潟の砂底上で見られます。ニホンスナモグリやアナジャコが掘った穴に潜んでいることが多く、体長は5cmと小型。干潟の浅い場所に生息しており、ゆっくりと探すと見つけやすいです。撮影の際は、砂の質感を背景に入れると自然な雰囲気の写真が撮れます。その小さな体が可愛らしいハゼです。
ニクハゼ,"Gymnogobius heptacanthus (Hilgendorf, 1879)",北海道の太平洋・日本海側～九州、瀬戸内海、対馬；沿海州、朝鮮半島、渤海、黄海,内湾から河川汽水域；泥底や砂泥底の中層を群がりで浮遊,7cm,1m,茶褐色の体に黒い斑点が特徴。内湾から河川汽水域で群がりで浮遊する。,茶褐色の体に黒い斑点が特徴的なニクハゼは、内湾から河川汽水域で群がりで浮遊している姿が観察できます。泥底や砂泥底の中層を群れで泳ぎ、体長は7cm。その群れの動きは非常に美しく、撮影の際は群れ全体を捉えるとダイナミックな写真が撮れます。ゆっくりと近づけば、その透明感のある体をしっかりと観察できます。汽水域で出会える貴重なハゼです。
